# x_m,y_m,w_tr_right_m,w_tr_left_m
455.41866831097286,282.70198074448854,5.0,5.0
455.3480035820976,286.7013559527695,5.0,5.0
455.29653317690827,290.7010192871094,5.0,5.0
455.247589742532,294.70071927830577,5.0,5.0
455.20436925184913,298.70048417523503,5.0,5.0
455.1627441634191,302.700266986154,5.0,5.0
455.114434762625,306.69996787328273,5.0,5.0
455.0579324592836,310.6995682679117,5.0,5.0
455.00143015629146,314.69916866347194,5.0,5.0
454.94492781348526,318.69876905344427,5.0,5.0
454.888425461133,322.6983694508672,5.0,5.0
454.82816954073496,326.69791182968765,5.0,5.0
454.76211371680256,330.6973654292524,5.0,5.0
454.6960557489656,334.69681932777166,5.0,5.0
454.629995778203,338.69627325981855,5.0,5.0
454.5639339373447,342.69572695344687,5.0,5.0
454.49024515552446,346.69503786135465,5.0,5.0
454.4077151293168,350.6941854497418,5.0,5.0
454.32518031448126,354.6933333054185,5.0,5.0
454.24264073721133,358.69248092360795,5.0,5.0
454.15587586944457,362.69153804704547,5.0,5.0
454.0685859522782,366.69058424793184,5.0,5.0
453.98130011209287,370.6896311054006,5.0,5.0
453.8954463293776,374.6887085605413,5.0,5.0
453.81290513509884,378.6878563147038,5.0,5.0
453.7303629183443,382.6870040493086,5.0,5.0
453.6478196802782,386.68615175783634,5.0,5.0
453.5652754199691,390.685299443081,5.0,5.0
453.4827325986698,394.68444715999067,5.0,5.0
453.40019495028537,398.6835949793458,5.0,5.0
453.3176583292661,402.6827428145334,5.0,5.0
453.23512273677625,406.68189067114145,5.0,5.0
453.15258817060385,410.68103854358196,5.0,5.0
453.0700546297012,414.68018643464893,5.0,5.0
452.98752103571314,418.67933432012796,5.0,5.0
452.9049751369748,422.67848194390535,5.0,5.0
452.8224272202933,426.6776295294985,5.0,5.0
452.7398800412193,430.6767771318555,5.0,5.0
452.657333894982,434.67592475935817,5.0,5.0
452.5747887783218,438.6750724138692,5.0,5.0
452.4922446922865,442.6742200953886,5.0,5.0
452.40913887892384,446.6733560245484,5.0,5.0
452.32453007192817,450.6724605401978,5.0,5.0
452.23991836595815,454.6715650111437,5.0,5.0
452.15530375763774,458.67066942807287,5.0,5.0
452.0706862502266,462.669773790054,5.0,5.0
451.9860658340622,466.6688780905679,5.0,5.0
451.9014425134519,470.66798232495785,5.0,5.0
451.81681628199294,474.66708649136126,5.0,5.0
451.73219834803604,478.6661908188835,5.0,5.0
451.6475833825534,482.6652951911092,5.0,5.0
451.562971356092,486.66439960245043,5.0,5.0
451.4783622729592,490.6635040519759,5.0,5.0
451.39375488623045,494.66260851174593,5.0,5.0
451.31227357231546,498.66177739948034,5.0,5.0
451.2321581307333,502.66097441408783,5.0,5.0
451.15203429060057,506.66017127782106,5.0,5.0
451.07190409931354,510.6593680335209,5.0,5.0
450.9917765862774,514.6585648562759,5.0,5.0
450.9116517479997,518.6577617432922,5.0,5.0
450.83152957912534,522.6569586927071,5.0,5.0
450.75141007546335,526.6561556952074,5.0,5.0
450.67129323247354,530.6553527535871,5.0,5.0
450.5911790438695,534.6545498631895,5.0,5.0
450.51106036256533,538.653746875003,5.0,5.0
450.4309386588866,542.6529438151047,5.0,5.0
450.35081433155574,546.6521406900138,5.0,5.0
450.2706873915158,550.6513374950737,5.0,5.0
450.1843799276976,554.6504049543291,5.0,5.0
450.0977979664458,558.6494669076055,5.0,5.0
450.0112211604137,562.64852920454,5.0,5.0
449.92464951064903,566.6475917268544,5.0,5.0
449.8380830170354,570.6466543478891,5.0,5.0
449.7515957088908,574.6457185521722,5.0,5.0
449.66723542602267,578.6448283391073,5.0,5.0
449.58287540788297,582.6439381344244,5.0,5.0
449.4985116170719,586.6430478487164,5.0,5.0
449.41414733289275,590.6421575518325,5.0,5.0
449.3297825597692,594.6412672437727,5.0,5.0
449.24541729455814,598.6403769208118,5.0,5.0
449.1610515358625,602.6394865885377,5.0,5.0
449.0766919592861,606.63859638758,5.0,5.0
448.9923366543371,610.6377062732354,5.0,5.0
448.9079812023556,614.6368161588907,5.0,5.0
448.82362526247744,618.6359260333702,5.0,5.0
448.7387880801689,622.6350257275626,5.0,5.0
448.653866208042,626.6341236354783,5.0,5.0
448.5689403023571,630.6332214558497,5.0,5.0
448.48401311005,634.6323192482814,5.0,5.0
448.3990861448692,638.6314170472324,5.0,5.0
448.31415940250736,642.6305148499086,5.0,5.0
448.22923288529273,646.6296126591042,5.0,5.0
448.1443065929925,650.6287104729563,5.0,5.0
448.05938298162073,654.6278083445504,5.0,5.0
447.9757782118395,658.626933994703,5.0,5.0
447.89227192185353,662.626061716117,5.0,5.0
447.8087655885611,666.6251894356683,5.0,5.0
447.72525921312626,670.6243171524256,5.0,5.0
447.64175279438496,674.6234448682517,5.0,5.0
447.5582450242946,678.6225725570694,5.0,5.0
447.4747370572295,682.6217002440244,5.0,5.0
447.391229134053,686.6208279281855,5.0,5.0
447.30772125476506,690.6199556160718,5.0,5.0
447.2242134170374,694.6190833030269,5.0,5.0
447.1407057190081,698.6182109946385,5.0,5.0
447.05719924985897,702.6173387113959,5.0,5.0
446.97369273833465,706.6164664281532,5.0,5.0
446.89018618362024,710.615594140254,5.0,5.0
446.8066795866471,714.6147218551487,5.0,5.0
446.7231729453197,718.6138495653868,5.0,5.0
446.63966595137026,722.6129772709683,5.0,5.0
446.5561582061928,726.6121049625799,5.0,5.0
446.47265050478745,730.6112326523289,5.0,5.0
446.3891428450588,734.6103603448719,5.0,5.0
446.30563522921875,738.6094880374148,5.0,5.0
446.22212765493896,742.6086157290265,5.0,5.0
446.13862054492347,746.607743431814,5.0,5.0
446.05511381314136,750.6068711439148,5.0,5.0
445.97160703793634,754.6059988541529,5.0,5.0
445.88810021954123,758.6051265634596,5.0,5.0
445.8045933578396,762.6042542699724,5.0,5.0
445.721086454927,766.6033819774166,5.0,5.0
445.6375790949678,770.6025096755475,5.0,5.0
445.5540716132382,774.6016373736784,5.0,5.0
445.47056417306885,778.6007650699466,5.0,5.0
445.3870567769045,782.5998927652836,5.0,5.0
445.30354942334816,786.5990204652771,5.0,5.0
445.2200421114685,790.598148163408,5.0,5.0
445.1365351428976,794.5972758680582,5.0,5.0
445.05302814848255,798.5964035727084,5.0,5.0
